Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"J.K. Melbourne","Primed for addiction: A critical review of the role of microglia in the neurodevelopmental consequences of adolescent alcohol drinking",2021,"Alcoholism: Clinical and Experimental Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114361895&origin=inward",62,"2024-06-21 14:45:35","Article","10.1111/acer.14694","0145-6008","https://api.elsevier.com/content/abstract/scopus_id/85114361895",45,10,1908,1926,16,5.33,16,1,3,"","",""
16,"C. Huynh","Surgery after neoadjuvant immunotherapy in patients with resectable non-small cell lung cancer",2021,"Translational Lung Cancer Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100784890&origin=inward",63,"2024-06-21 14:45:35","Review","10.21037/tlcr-20-509","2218-6751","https://api.elsevier.com/content/abstract/scopus_id/85100784890",10,1,563,580,16,5.33,16,1,3,"","",""
16,"S. Giacosa","Cooperative blockade of CK2 and ATM kinases drives apoptosis in VHL-deficient renal carcinoma cells through ROS overproduction",2021,"Cancers","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100143628&origin=inward",64,"2024-06-21 14:45:35","Article","10.3390/cancers13030576","2072-6694","https://api.elsevier.com/content/abstract/scopus_id/85100143628",13,3,1,27,16,5.33,16,1,3,"","",""
15,"N.G. Kumar","Pseudomonas aeruginosa Can Diversify after Host Cell Invasion to Establish Multiple Intracellular Niches",2022,"mBio","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85144377167&origin=inward",65,"2024-06-21 14:45:35","Conference Paper","10.1128/mbio.02742-22","2161-2129","https://api.elsevier.com/content/abstract/scopus_id/85144377167",13,6,,,15,7.50,15,1,2,"","",""
15,"J. Adrissi","Moving the Dial Toward Equity in Parkinson’s Disease Clinical Research: a Review of Current Literature and Future Directions in Diversifying PD Clinical Trial Participation",2022,"Current Neurology and Neuroscience Reports","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132259258&origin=inward",66,"2024-06-21 14:45:35","Review","10.1007/s11910-022-01212-8","1528-4042","https://api.elsevier.com/content/abstract/scopus_id/85132259258",22,8,475,483,15,7.50,15,1,2,"","",""
15,"Y. Li","The impact of phantom design and material-dependence on repeatability and reproducibility of CT-based radiomics features",2022,"Medical Physics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124410436&origin=inward",67,"2024-06-21 14:45:35","Article","10.1002/mp.15491","0094-2405","https://api.elsevier.com/content/abstract/scopus_id/85124410436",49,3,1648,1659,15,7.50,15,1,2,"","",""
15,"J. Ware","Recent advances in closed-loop insulin delivery",2022,"Metabolism: Clinical and Experimental","","https://api.elsevier.com/content/article/eid/1-s2.0-S0026049521002535","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121126908&origin=inward",68,"2024-06-21 14:45:35","Review","10.1016/j.metabol.2021.154953","0026-0495","https://api.elsevier.com/content/abstract/scopus_id/85121126908",127,,,,15,7.50,15,1,2,"","",""
15,"A.J. Kayode","An overview of the pathogenesis, transmission, diagnosis, and management of endemic human coronaviruses: A reflection on the past and present episodes and possible future outbreaks",2021,"Pathogens","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114512881&origin=inward",69,"2024-06-21 14:45:35","Review","10.3390/pathogens10091108","2076-0817","https://api.elsevier.com/content/abstract/scopus_id/85114512881",10,9,,,15,5.00,15,1,3,"","",""
15,"E. Smaropoulos","Medical-Grade Honey for the Treatment of Extravasation-Induced Injuries in Preterm Neonates: A Case Series",2021,"Advances in Neonatal Care","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103607900&origin=inward",70,"2024-06-21 14:45:35","Article","10.1097/ANC.0000000000000781","1536-0903","https://api.elsevier.com/content/abstract/scopus_id/85103607900",21,2,122,132,15,5.00,15,1,3,"","",""
15,"C. Rueda","The hidden waves in the ECG uncovered revealing a sound automated interpretation method",2021,"Scientific Reports","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100650869&origin=inward",71,"2024-06-21 14:45:35","Article","10.1038/s41598-021-82520-w","2045-2322","https://api.elsevier.com/content/abstract/scopus_id/85100650869",11,1,,,15,5.00,15,1,3,"","",""
14,"A. Picca","Anorexia of Aging: Metabolic Changes and Biomarker Discovery",2022,"Clinical Interventions in Aging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143558459&origin=inward",72,"2024-06-21 14:45:35","Review","10.2147/CIA.S325008","1176-9092","https://api.elsevier.com/content/abstract/scopus_id/85143558459",17,,1761,1767,14,7.00,14,1,2,"","",""
14,"J. Harb","SARS-CoV-2, COVID-19, and Reproduction: Effects on Fertility, Pregnancy, and Neonatal Life",2022,"Biomedicines","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137326218&origin=inward",73,"2024-06-21 14:45:35","Review","10.3390/biomedicines10081775","2227-9059","https://api.elsevier.com/content/abstract/scopus_id/85137326218",10,8,,,14,7.00,14,1,2,"","",""
14,"P. Li","Highly efficient photostimulated luminescence of Pb<sup>2+</sup> doped SrAl<inf>2</inf>O<inf>4</inf>:Eu<sup>2+</sup>, Dy<sup>3+</sup> borate glass for long-term stable optical information storage",2022,"Journal of the European Ceramic Society","","https://api.elsevier.com/content/article/eid/1-s2.0-S0955221922003867","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130576055&origin=inward",74,"2024-06-21 14:45:35","Article","10.1016/j.jeurceramsoc.2022.05.033","0955-2219","https://api.elsevier.com/content/abstract/scopus_id/85130576055",42,12,5065,5073,14,7.00,14,1,2,"","",""
14,"B. Yang","Adversarial example generation with adabelief optimizer and crop invariance",2023,"Applied Intelligence","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129559934&origin=inward",75,"2024-06-21 14:45:35","Article","10.1007/s10489-022-03469-5","0924-669X","https://api.elsevier.com/content/abstract/scopus_id/85129559934",53,2,2332,2347,14,14.00,14,1,1,"","",""
14,"M.K. Sarangi","Diagnosis, prevention, and treatment of coronavirus disease: a review",2022,"Expert Review of Anti-Infective Therapy","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110673864&origin=inward",76,"2024-06-21 14:45:35","Review","10.1080/14787210.2021.1944103","1478-7210","https://api.elsevier.com/content/abstract/scopus_id/85110673864",20,2,243,266,14,7.00,14,1,2,"","",""
14,"A.A. Bahashwan","Flow-Based Approach to Detect Abnormal Behavior in Neighbor Discovery Protocol (NDP)",2021,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103207363&origin=inward",77,"2024-06-21 14:45:35","Article","10.1109/ACCESS.2021.3066630","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85103207363",9,,45512,45526,14,4.67,14,1,3,"","",""
13,"X. Bi","Large-scale chemical process causal discovery from big data with transformer-based deep learning",2023,"Process Safety and Environmental Protection","","https://api.elsevier.com/content/article/eid/1-s2.0-S0957582023002100","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150157304&origin=inward",78,"2024-06-21 14:45:35","Article","10.1016/j.psep.2023.03.017","0957-5820","https://api.elsevier.com/content/abstract/scopus_id/85150157304",173,,163,177,13,13.00,13,1,1,"","",""
13,"V. Kumar","Prevention of Blackhole Attack in MANET using Certificateless Signature Scheme",2022,"Journal of Scientific and Industrial Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143123276&origin=inward",79,"2024-06-21 14:45:35","Article","10.56042/jsir.v81i10.57471","0022-4456","https://api.elsevier.com/content/abstract/scopus_id/85143123276",81,10,1061,1072,13,6.50,13,1,2,"","",""
13,"H.A. Alrteimei","Last Decade Assessment of the Impacts of Regional Climate Change on Crop Yield Variations in the Mediterranean Region",2022,"Agriculture (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141736341&origin=inward",80,"2024-06-21 14:45:35","Review","10.3390/agriculture12111787","2077-0472","https://api.elsevier.com/content/abstract/scopus_id/85141736341",12,11,,,13,6.50,13,1,2,"","",""
13,"B.G. Doan","TnT Attacks! Universal Naturalistic Adversarial Patches Against Deep Neural Network Systems",2022,"IEEE Transactions on Information Forensics and Security","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85137549323&origin=inward",81,"2024-06-21 14:45:35","Article","10.1109/TIFS.2022.3198857","1556-6013","https://api.elsevier.com/content/abstract/scopus_id/85137549323",17,,3816,3830,13,6.50,13,1,2,"","",""
13,"M. Fantacuzzi","Resveratrol-based compounds and neurodegeneration: Recent insight in multitarget therapy",2022,"European Journal of Medicinal Chemistry","","https://api.elsevier.com/content/article/eid/1-s2.0-S0223523422001441","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126814229&origin=inward",82,"2024-06-21 14:45:35","Review","10.1016/j.ejmech.2022.114242","0223-5234","https://api.elsevier.com/content/abstract/scopus_id/85126814229",233,,,,13,6.50,13,1,2,"","",""
13,"A. Thurm","Making Research Possible: Barriers and Solutions For Those With ASD and ID",2022,"Journal of Autism and Developmental Disorders","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118303889&origin=inward",83,"2024-06-21 14:45:35","Note","10.1007/s10803-021-05320-1","0162-3257","https://api.elsevier.com/content/abstract/scopus_id/85118303889",52,10,4646,4650,13,6.50,13,1,2,"","",""
13,"J. Deng","The Pulse of Urban Transport: Exploring the Co-evolving Pattern for Spatio-Temporal Forecasting",2021,"ACM Transactions on Knowledge Discovery from Data","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115883722&origin=inward",84,"2024-06-21 14:45:35","Article","10.1145/3450528","1556-4681","https://api.elsevier.com/content/abstract/scopus_id/85115883722",15,6,,,13,4.33,13,1,3,"","",""
13,"B.H. Bardenheier","Adverse Events Following One Dose of mRNA COVID-19 Vaccination Among US Nursing Home Residents With and Without a Previous SARS-CoV-2 Infection",2021,"Journal of the American Medical Directors Association","","https://api.elsevier.com/content/article/eid/1-s2.0-S1525861021007635","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115132994&origin=inward",85,"2024-06-21 14:45:35","Article","10.1016/j.jamda.2021.08.024","1525-8610","https://api.elsevier.com/content/abstract/scopus_id/85115132994",22,11,2228,2232,13,4.33,13,1,3,"","",""
13,"M. Angiolillo","New records of scleractinian cold-water coral (CWC) assemblages in the southern Tyrrhenian Sea (western Mediterranean Sea): Human impacts and conservation prospects",2021,"Progress in Oceanography","","https://api.elsevier.com/content/article/eid/1-s2.0-S0079661121001415","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112455949&origin=inward",86,"2024-06-21 14:45:35","Article","10.1016/j.pocean.2021.102656","0079-6611","https://api.elsevier.com/content/abstract/scopus_id/85112455949",197,,,,13,4.33,13,1,3,"","",""
13,"A.A. Baril","Insomnia symptom severity and cognitive performance: Moderating role of APOE genotype",2022,"Alzheimer's and Dementia","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111393831&origin=inward",87,"2024-06-21 14:45:35","Article","10.1002/alz.12405","1552-5260","https://api.elsevier.com/content/abstract/scopus_id/85111393831",18,3,408,421,13,6.50,13,1,2,"","",""
13,"S. De Figueiredo","Exploring the storj network: A security analysis",2021,"Proceedings of the ACM Symposium on Applied Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105017462&origin=inward",88,"2024-06-21 14:45:35","Conference Paper","10.1145/3412841.3441908","","https://api.elsevier.com/content/abstract/scopus_id/85105017462",,,257,264,13,4.33,13,1,3,"","",""
12,"I.C. Martins","Dengue, West Nile, and Zika Viruses: Potential Novel Antiviral Biologics Drugs Currently at Discovery and Preclinical Development Stages",2022,"Pharmaceutics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85149550326&origin=inward",89,"2024-06-21 14:45:35","Review","10.3390/pharmaceutics14112535","1999-4923","https://api.elsevier.com/content/abstract/scopus_id/85149550326",14,11,,,12,6.00,12,1,2,"","",""
12,"E.L. Kurnat-Thoma","A Concept Development for the Symptom Science Model 2.0",2022,"Nursing Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85141004223&origin=inward",90,"2024-06-21 14:45:35","Article","10.1097/NNR.0000000000000605","0029-6562","https://api.elsevier.com/content/abstract/scopus_id/85141004223",71,6,,,12,6.00,12,1,2,"","",""
12,"Z. Ibrahim","Multi-region machine learning-based novel ensemble approaches for predicting COVID-19 pandemic in Africa",2023,"Environmental Science and Pollution Research","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135869490&origin=inward",91,"2024-06-21 14:45:35","Article","10.1007/s11356-022-22373-6","0944-1344","https://api.elsevier.com/content/abstract/scopus_id/85135869490",30,2,3621,3643,12,12.00,12,1,1,"","",""
12,"L. Sanchez-Burgos","Activation of the integrated stress response is a vulnerability for multidrug-resistant FBXW7-deficient cells",2022,"EMBO Molecular Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134522660&origin=inward",92,"2024-06-21 14:45:35","Article","10.15252/emmm.202215855","1757-4676","https://api.elsevier.com/content/abstract/scopus_id/85134522660",14,9,,,12,6.00,12,1,2,"","",""
12,"S. Khandker","Cybersecurity Attacks on Software Logic and Error Handling Within AIS Implementations: A Systematic Testing of Resilience",2022,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126303067&origin=inward",93,"2024-06-21 14:45:35","Article","10.1109/ACCESS.2022.3158943","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85126303067",10,,29493,29505,12,6.00,12,1,2,"","",""
12,"B.S. Jeong","Computational design of a neutralizing antibody with picomolar binding affinity for all concerning SARS-CoV-2 variants",2022,"mAbs","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123348001&origin=inward",94,"2024-06-21 14:45:35","Article","10.1080/19420862.2021.2021601","1942-0862","https://api.elsevier.com/content/abstract/scopus_id/85123348001",14,1,,,12,6.00,12,1,2,"","",""
12,"S. Verma","A Smart Internet-Wide Port Scan Approach for Improving IoT Security under Dynamic WLAN Environments",2022,"IEEE Internet of Things Journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120852351&origin=inward",95,"2024-06-21 14:45:35","Article","10.1109/JIOT.2021.3132389","2327-4662","https://api.elsevier.com/content/abstract/scopus_id/85120852351",9,14,11951,11961,12,6.00,12,1,2,"","",""
12,"H. Zhang","Statically Discovering High-Order Taint Style Vulnerabilities in OS Kernels",2021,"Proceedings of the ACM Conference on Computer and Communications Security","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119368712&origin=inward",96,"2024-06-21 14:45:35","Conference Paper","10.1145/3460120.3484798","1543-7221","https://api.elsevier.com/content/abstract/scopus_id/85119368712",,,811,824,12,4.00,12,1,3,"","",""
12,"H.N. Chua","Identifying the Effect of Data Breach Publicity on Information Security Awareness Using Hierarchical Regression",2021,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113906020&origin=inward",97,"2024-06-21 14:45:35","Article","10.1109/ACCESS.2021.3107426","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85113906020",9,,121759,121770,12,4.00,12,1,3,"","",""
12,"B. Shavazipour","Multi-scenario multi-objective robust optimization under deep uncertainty: A posteriori approach",2021,"Environmental Modelling and Software","","https://api.elsevier.com/content/article/eid/1-s2.0-S1364815221001778","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110643976&origin=inward",98,"2024-06-21 14:45:35","Article","10.1016/j.envsoft.2021.105134","1364-8152","https://api.elsevier.com/content/abstract/scopus_id/85110643976",144,,,,12,4.00,12,1,3,"","",""
12,"A.L. Downie","Distribution of Vulnerable Marine Ecosystems at the South Sandwich Islands: Results From the Blue Belt Discovery Expedition 99 Deep-Water Camera Surveys",2021,"Frontiers in Marine Science","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109190336&origin=inward",99,"2024-06-21 14:45:35","Article","10.3389/fmars.2021.662285","2296-7745","https://api.elsevier.com/content/abstract/scopus_id/85109190336",8,,,,12,4.00,12,1,3,"","",""
11,"R. Marinho","Automated Emerging Cyber Threat Identification and Profiling Based on Natural Language Processing",2023,"IEEE Access","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85151562690&origin=inward",100,"2024-06-21 14:45:35","Article","10.1109/ACCESS.2023.3260020","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85151562690",11,,58915,58936,11,11.00,11,1,1,"","",""
11,"S. Younas","Collaborative Detection of Black Hole and Gray Hole Attacks for Secure Data Communication in VANETs",2022,"Applied Sciences (Switzerland)","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143700989&origin=inward",101,"2024-06-21 14:45:35","Article","10.3390/app122312448","2076-3417","https://api.elsevier.com/content/abstract/scopus_id/85143700989",12,23,,,11,5.50,11,1,2,"","",""
11,"A.L. Valenciano","In vitro models for human malaria: targeting the liver stage",2022,"Trends in Parasitology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1471492222001313","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133351755&origin=inward",102,"2024-06-21 14:45:35","Review","10.1016/j.pt.2022.05.014","1471-4922","https://api.elsevier.com/content/abstract/scopus_id/85133351755",38,9,758,774,11,5.50,11,1,2,"","",""
11,"Z. Li","Disguised as Privacy: Data Poisoning Attacks Against Differentially Private Crowdsensing Systems",2023,"IEEE Transactions on Mobile Computing","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130507063&origin=inward",103,"2024-06-21 14:45:35","Article","10.1109/TMC.2022.3173642","1536-1233","https://api.elsevier.com/content/abstract/scopus_id/85130507063",22,9,5155,5169,11,11.00,11,1,1,"","",""
11,"A. Pollatou","An ode to fetal, infant, and toddler neuroimaging: Chronicling early clinical to research applications with MRI, and an introduction to an academic society connecting the field",2022,"Developmental Cognitive Neuroscience","","https://api.elsevier.com/content/article/eid/1-s2.0-S1878929322000275","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124768034&origin=inward",104,"2024-06-21 14:45:35","Article","10.1016/j.dcn.2022.101083","1878-9293","https://api.elsevier.com/content/abstract/scopus_id/85124768034",54,,,,11,5.50,11,1,2,"","",""
11,"S. Tan","The Inhibition of RNA Viruses by Amaryllidaceae Alkaloids: Opportunities for the Development of Broad-Spectrum Anti-Coronavirus Drugs",2022,"Chemistry - An Asian Journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122799452&origin=inward",105,"2024-06-21 14:45:35","Review","10.1002/asia.202101215","1861-4728","https://api.elsevier.com/content/abstract/scopus_id/85122799452",17,4,,,11,5.50,11,1,2,"","",""
11,"T.N. Giguère","Beta diversity differs among hydrothermal vent systems: Implications for conservation",2021,"PLoS ONE","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113760645&origin=inward",106,"2024-06-21 14:45:35","Article","10.1371/journal.pone.0256637","1932-6203","https://api.elsevier.com/content/abstract/scopus_id/85113760645",16,8,,,11,3.67,11,1,3,"","",""
11,"E. Bhatia","Nanoparticle platforms for dermal antiaging technologies: Insights in cellular and molecular mechanisms",2022,"Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113229066&origin=inward",107,"2024-06-21 14:45:35","Review","10.1002/wnan.1746","1939-5116","https://api.elsevier.com/content/abstract/scopus_id/85113229066",14,2,,,11,5.50,11,1,2,"","",""
11,"Q. Zhu","Single-cell damagenome profiling unveils vulnerable genes and functional pathways in human genome toward DNA damage",2021,"Science Advances","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109296088&origin=inward",108,"2024-06-21 14:45:35","Article","10.1126/sciadv.abf3329","2375-2548","https://api.elsevier.com/content/abstract/scopus_id/85109296088",7,27,,,11,3.67,11,1,3,"","",""
11,"A.M. Oprişoreanu","Automated in vivo drug screen in zebrafish identifies synapsestabilising drugs with relevance to spinal muscular atrophy",2021,"DMM Disease Models and Mechanisms","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105362970&origin=inward",109,"2024-06-21 14:45:35","Article","10.1242/dmm.047761","1754-8403","https://api.elsevier.com/content/abstract/scopus_id/85105362970",14,4,,,11,3.67,11,1,3,"","",""
11,"S. Dong","Antiviral compounds for blocking arboviral transmission in mosquitoes",2021,"Viruses","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100225014&origin=inward",110,"2024-06-21 14:45:35","Review","10.3390/v13010108","1999-4915","https://api.elsevier.com/content/abstract/scopus_id/85100225014",13,1,,,11,3.67,11,1,3,"","",""
11,"J. Gao","IFI27 may predict and evaluate the severity of respiratory syncytial virus infection in preterm infants",2021,"Hereditas","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85098525432&origin=inward",111,"2024-06-21 14:45:35","Article","10.1186/s41065-020-00167-5","0018-0661","https://api.elsevier.com/content/abstract/scopus_id/85098525432",158,1,,,11,3.67,11,1,3,"","",""
11,"X. Wang","Deficit of Cross-Frequency Integration in Mild Cognitive Impairment and Alzheimer's Disease: A Multilayer Network Approach",2021,"Journal of Magnetic Resonance Imaging","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85096776751&origin=inward",112,"2024-06-21 14:45:35","Article","10.1002/jmri.27453","1053-1807","https://api.elsevier.com/content/abstract/scopus_id/85096776751",53,5,1387,1398,11,3.67,11,1,3,"","",""
11,"E. Tzolos","Respiration-averaged CT versus standard CT attenuation map for correction of <sup>18</sup>F-sodium fluoride uptake in coronary atherosclerotic lesions on hybrid PET/CT",2022,"Journal of Nuclear Cardiology","","https://api.elsevier.com/content/article/eid/1-s2.0-S1071358123002489","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087489901&origin=inward",113,"2024-06-21 14:45:35","Article","10.1007/s12350-020-02245-7","1071-3581","https://api.elsevier.com/content/abstract/scopus_id/85087489901",29,2,430,439,11,5.50,11,1,2,"","",""
10,"P. William","Artificial Intelligence Based Air Quality Monitoring System with Modernized Environmental Safety of Sustainable Development",2023,"Proceedings - 2023 3rd International Conference on Pervasive Computing and Social Networking, ICPCSN 2023","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175266168&origin=inward",114,"2024-06-21 14:45:35","Conference Paper","10.1109/ICPCSN58827.2023.00130","","https://api.elsevier.com/content/abstract/scopus_id/85175266168",,,756,761,10,10.00,10,1,1,"","",""
10,"J. Tang","DLFTI: A deep learning based fast truth inference mechanism for distributed spatiotemporal data in mobile crowd sensing",2023,"Information Sciences","","https://api.elsevier.com/content/article/eid/1-s2.0-S0020025523008307","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163078881&origin=inward",115,"2024-06-21 14:45:35","Article","10.1016/j.ins.2023.119245","0020-0255","https://api.elsevier.com/content/abstract/scopus_id/85163078881",644,,,,10,10.00,10,1,1,"","",""
10,"D. Bolton","The Environment, Farm Animals and Foods as Sources of Clostridioides difficile Infection in Humans",2023,"Foods","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150208076&origin=inward",116,"2024-06-21 14:45:35","Review","10.3390/foods12051094","2304-8158","https://api.elsevier.com/content/abstract/scopus_id/85150208076",12,5,,,10,10.00,10,1,1,"","",""
10,"S. Duensing","Wildlife trafficking as a societal supply chain risk: Removing the parasite without damaging the host?",2023,"Journal of Supply Chain Management","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85147523524&origin=inward",117,"2024-06-21 14:45:35","Article","10.1111/jscm.12297","1523-2409","https://api.elsevier.com/content/abstract/scopus_id/85147523524",59,2,3,32,10,10.00,10,1,1,"","",""
10,"D.J. Dowling","Development of a TLR7/8 agonist adjuvant formulation to overcome early life hyporesponsiveness to DTaP vaccination",2022,"Scientific Reports","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140046957&origin=inward",118,"2024-06-21 14:45:35","Article","10.1038/s41598-022-20346-w","2045-2322","https://api.elsevier.com/content/abstract/scopus_id/85140046957",12,1,,,10,5.00,10,1,2,"","",""
10,"M. Meng","Multiview Consensus Structure Discovery",2022,"IEEE Transactions on Cybernetics","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130767470&origin=inward",119,"2024-06-21 14:45:35","Article","10.1109/TCYB.2020.3013136","2168-2267","https://api.elsevier.com/content/abstract/scopus_id/85130767470",52,5,3469,3482,10,5.00,10,1,2,"","",""
10,"X. Luo","Plaque Erosion: A Distinctive Pathological Mechanism of Acute Coronary Syndrome",2021,"Frontiers in Cardiovascular Medicine","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128437086&origin=inward",120,"2024-06-21 14:45:35","Review","10.3389/fcvm.2021.711453","2297-055X","https://api.elsevier.com/content/abstract/scopus_id/85128437086",8,,,,10,3.33,10,1,3,"","",""
10,"C. Gao","MTDCD: An MTD Enhanced Cyber Deception Defense System",2021,"IMCEC 2021 - IEEE 4th Advanced Information Management, Communicates, Electronic and Automation Control Conference","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116077837&origin=inward",121,"2024-06-21 14:45:35","Conference Paper","10.1109/IMCEC51613.2021.9482133","2693-2814","https://api.elsevier.com/content/abstract/scopus_id/85116077837",,,1412,1417,10,3.33,10,1,3,"","",""
10,"W. Huang","Stop Deceiving! An Effective Defense Scheme Against Voice Impersonation Attacks on Smart Devices",2022,"IEEE Internet of Things Journal","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114733450&origin=inward",122,"2024-06-21 14:45:35","Article","10.1109/JIOT.2021.3110588","2327-4662","https://api.elsevier.com/content/abstract/scopus_id/85114733450",9,7,5304,5314,10,5.00,10,1,2,"","",""
10,"M.R.P. Orije","Breast Milk Antibody Levels in Tdap-Vaccinated Women After Preterm Delivery",2021,"Clinical Infectious Diseases","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111146625&origin=inward",123,"2024-06-21 14:45:35","Article","10.1093/cid/ciab260","1058-4838","https://api.elsevier.com/content/abstract/scopus_id/85111146625",73,6,,,10,3.33,10,1,3,"","",""
10,"T.L. Pham","ELV-N32 and RvD6 isomer decrease pro-inflammatory cytokines, senescence programming, ACE2 and SARS-CoV-2-spike protein RBD binding in injured cornea",2021,"Scientific Reports","","","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108094536&origin=inward",124,"2024-06-21 14:45:35","Article","10.1038/s41598-021-92293-x","2045-2322","https://api.elsevier.com/content/abstract/scopus_id/85108094536",11,1,,,10,3.33,10,1,3,"","",""
